epoch,train_rmse,val_rmse
128,0.03628068548078943,0.03734147012832807
129,0.03632296713512982,0.03733891541732825
130,0.036312234335501785,0.03728628905604057
131,0.036299947580044976,0.03726663081389378
132,0.03628198293491967,0.03733441663858831
133,0.03627278212124396,0.03730018062690776
134,0.03627733680041051,0.03730994364004911
135,0.03630903378630065,0.03731633690801639
136,0.03633632143171274,0.03732768040862348
137,0.03630366329596364,0.037249586320628116
138,0.03630855162904148,0.037313662759783796
139,0.03627842342387878,0.0373038145397948
140,0.036307005073931156,0.03730950260600726
141,0.03627659975813242,0.03733822325900767
142,0.036308446302237014,0.03729601944949126
143,0.03629548809936351,0.037306436705282484
144,0.03632881983414186,0.037276923195457605
145,0.03632389989227362,0.037299475625530626
146,0.03630096077729292,0.03731005428777162
147,0.036306022997932105,0.037314429410136254
148,0.036293947918230506,0.03728618206043029
149,0.036240722373273374,0.03730629652185182
150,0.03628372881939786,0.037314110344388696
151,0.0363169746412021,0.037301565502275556
152,0.0362735965955416,0.03730689565830846
153,0.0363235861783681,0.037307107250074474
154,0.036243846938184346,0.03733074180598583
155,0.03629793221960102,0.03729369730514798
156,0.036296471822709626,0.03728423447051128
157,0.03627826541183966,0.03726535457963737
158,0.036303851904424,0.03728676002521141
159,0.036271832908724363,0.03731113782605654
160,0.03629760167026963,0.03738547629261444
161,0.03624682053837629,0.037302824773537836
162,0.036296262238037745,0.037323356025428724
163,0.036283132914525805,0.03727793370807074
164,0.03630392999182318,0.03725675622091536
165,0.036250916599228966,0.03730334402600338
166,0.0363146725200454,0.03731358164199922
167,0.03627576117806653,0.037301064470698725
168,0.036247846666222105,0.03734122275888601
169,0.03628574608998416,0.037291967788739604
170,0.03625252033473593,0.037373539336589934
171,0.03630373238332061,0.03740148738701275
172,0.03624309298243682,0.03729949387194572
173,0.03625992213676799,0.03731713313984431
174,0.03627592842326157,0.03732338973569876
175,0.03628609598461811,0.037315697246542406
176,0.036280503748541956,0.03727844790229734
177,0.036302010794447365,0.03727170612193478
178,0.036297607606127956,0.03729162427718275
